Coords,Lat,Long,Seed,xxhashShuffleBreakThroughTech,SiteName,Locales,TerrainType,Topography,Rating,Altitude,Temperature,Difficulty,MetalsBars,ConcreteBars,WaterBars,DustDevilsBars,DustStormBars,MeteorBars,ColdWaveBars,Metals,Concrete,Water,DustDevils,DustStorm,Meteor,ColdWave,MapTemplateID
14S81W,14.0,-81.0,4373011331264893312,-7606580036026786309,,28,182,Very Flat,40,4033,-1,200,2,1,4,2,2,1,1,103,36,219,106,109,35,0,BlankBigTerraceCMix_11
14S80W,14.0,-80.0,-740198817782476652,8070235425281929800,Valles Marineris,27,182,Rough,80,4149,-1,200,2,1,4,2,2,1,1,102,36,219,107,105,36,0,BlankBigCanyonCMix_04
14S79W,14.0,-79.0,-8260062240884845574,-1084080768145830405,,26,182,Very Flat,40,3918,-1,200,2,1,4,2,2,2,1,109,36,220,105,73,66,0,BlankBigTerraceCMix_04
14S78W,14.0,-78.0,-7299390503928234410,-5084685708684851780,,28,182,Very Flat,0,3918,-1,200,2,1,4,2,2,2,1,109,36,218,105,72,73,0,BlankBigCanyonCMix_07
14S77W,14.0,-77.0,-3094168128752079719,-1120017598384884663,Valles Marineris,27,182,Steep,120,2995,-1,200,2,1,4,2,2,2,1,110,36,220,97,72,73,0,BlankBigTerraceCMix_20
14S76W,14.0,-76.0,881197122766723605,-6349256976847015742,Valles Marineris,27,182,Very Flat,40,3456,-1,200,2,1,4,2,2,2,1,109,36,219,101,73,73,0,BlankBigCanyonCMix_03
14S75W,14.0,-75.0,-5035146801710218844,-2694680615901438875,Valles Marineris,27,182,Very Flat,40,3687,-1,200,2,1,4,2,2,2,1,109,36,219,103,73,73,0,BlankBigCliffsCMix_01
14S74W,14.0,-74.0,183835541614699056,-6703055657127040735,Valles Marineris,27,182,Steep,120,4264,-1,200,2,1,4,2,2,2,1,110,36,219,108,73,73,0,BlankBigTerraceCMix_20
14S73W,14.0,-73.0,1015036111267480418,7038517843075462768,Valles Marineris,27,182,Very Flat,40,4726,-1,200,2,1,4,2,2,2,1,109,41,219,112,73,73,0,BlankBigTerraceCMix_08
14S72W,14.0,-72.0,-3785139844379542069,545189403692363553,Valles Marineris,27,182,Steep,120,2648,-1,190,2,2,4,2,2,2,1,109,65,219,94,73,73,0,BlankBigTerraceCMix_19
14S71W,14.0,-71.0,-967691741299982445,-3571991977220022649,Valles Marineris,27,181,Very Flat,40,-6,-1,190,2,2,4,2,2,2,1,109,74,212,71,72,73,0,BlankBigTerraceCMix_14
14S70W,14.0,-70.0,9187749970140267136,-7887650349016614906,Valles Marineris,27,182,Very Flat,0,456,-1,170,2,2,4,2,1,1,1,109,73,212,75,60,60,0,BlankBig_02
14S69W,14.0,-69.0,-51263961358626200,-2136530805985687391,Valles Marineris,27,182,Very Flat,40,4841,-1,175,2,2,4,2,1,1,1,109,73,206,113,47,47,0,BlankBigTerraceCMix_03
14S68W,14.0,-68.0,-3380660741568925377,7997309467620621984,Valles Marineris,27,182,Rough,80,4379,-1,175,2,2,4,2,1,1,1,109,73,194,109,42,36,0,BlankBigCanyonCMix_05
14S67W,14.0,-67.0,-6896174107757298532,7497952521678470252,Valles Marineris,27,182,Rough,80,2418,-1,170,2,2,3,2,1,1,1,109,72,188,92,35,36,0,BlankBigCanyonCMix_02
14S66W,14.0,-66.0,-7733910193836102153,-1287099305288669406,Valles Marineris,27,182,Very Flat,40,1725,-1,170,2,2,3,2,1,1,1,109,73,188,86,37,36,0,BlankBigTerraceCMix_14
14S65W,14.0,-65.0,6406949276006103009,5045660168983297731,Valles Marineris,27,176,Very Flat,40,1148,-1,170,2,2,3,2,1,1,1,109,74,182,81,36,36,0,BlankBigCliffsCMix_01
14S64W,14.0,-64.0,7880402786933610287,-8455117164852259269,Valles Marineris,27,170,Very Flat,40,1148,-1,170,2,2,3,2,1,1,1,109,73,183,81,36,36,0,BlankBigTerraceCMix_11
14S63W,14.0,-63.0,-7223481318530147466,6168282597794622221,Valles Marineris,27,153,Very Flat,0,2187,-1,170,2,2,3,2,1,1,1,109,73,182,90,36,36,0,BlankBig_01
14S62W,14.0,-62.0,8353372316335696883,7455786095656851736,Valles Marineris,27,151,Steep,120,4149,-1,175,2,2,3,2,1,1,1,109,73,182,107,37,36,0,BlankBigTerraceCMix_20
14S61W,14.0,-61.0,8375584590628338442,1694334685207879832,Valles Marineris,27,147,Rough,80,-1160,-1,170,2,2,3,1,1,1,1,109,73,182,61,36,36,0,BlankBigCanyonCMix_04
14S60W,14.0,-60.0,8163170960988405388,-1903247504105463221,Valles Marineris,27,146,Rough,80,-2083,-1,165,2,2,3,1,1,1,1,109,73,182,53,36,36,0,BlankBigTerraceCMix_18
14S59W,14.0,-59.0,-3129821519215612507,-4991291768400798248,Valles Marineris,27,147,Very Flat,40,-3122,-1,165,2,2,3,1,1,1,1,109,73,182,44,36,36,0,BlankBigCliffsCMix_02
14S58W,14.0,-58.0,785886090201016270,-5302307645982136463,Valles Marineris,27,146,Very Flat,40,-8200,-1,165,2,2,3,1,1,1,1,109,73,182,0,36,36,0,BlankBigTerraceCMix_16
14S57W,14.0,-57.0,9052273289160303389,-8340209808704841841,Valles Marineris,27,145,Rough,80,-2430,-1,165,2,2,3,1,1,1,1,109,73,182,50,0,36,0,BlankBigCanyonCMix_01
14S56W,14.0,-56.0,7223634436399542028,-1406957261143992843,Valles Marineris,27,146,Rough,80,-121,-1,170,2,2,3,2,1,1,1,109,73,182,70,0,36,0,BlankBigCanyonCMix_05
14S55W,14.0,-55.0,3844277601818079136,6653084632048920964,Valles Marineris,27,146,Very Flat,0,802,-1,170,2,2,3,2,1,1,1,109,73,182,78,0,36,1,BlankBig_01
14S54W,14.0,-54.0,-650408349496353063,2810205537816401997,Valles Marineris,27,146,Very Flat,0,917,-1,170,2,2,3,2,1,1,1,109,73,182,79,0,36,0,BlankBig_03
14S53W,14.0,-53.0,3849081640854008486,-1246962308881193240,Valles Marineris,27,146,Very Flat,40,3225,-1,175,2,2,3,2,1,1,1,109,73,182,99,0,36,0,BlankBigHeartCMix_03
14S52W,14.0,-52.0,4129382119197653279,-2766433874451939081,Valles Marineris,27,146,Rough,80,2187,-1,170,2,2,3,2,1,1,1,109,73,182,90,0,36,0,BlankBigTerraceCMix_18
14S51W,14.0,-51.0,-4864486780163965295,-8997099727235526306,Valles Marineris,27,146,Rough,80,-5892,-1,165,2,2,3,1,1,1,1,109,73,182,20,0,36,0,BlankBigCanyonCMix_04
14S50W,14.0,-50.0,1603351488097775682,-9222793484189830753,Valles Marineris,27,146,Very Flat,40,-3353,-1,165,2,2,3,1,1,1,1,109,73,182,42,0,37,0,BlankBigTerraceCMix_17
14S49W,14.0,-49.0,8064160146459872087,3645850601780833630,Valles Marineris,27,146,Very Flat,40,-2891,-1,165,2,2,3,1,1,1,1,109,73,182,46,0,35,0,BlankBigCanyonCMix_03
14S48W,14.0,-48.0,1484003033801220835,-105986653538813437,Valles Marineris,27,146,Very Flat,0,-6,-1,170,2,2,3,2,1,1,1,109,73,182,71,0,42,0,BlankBig_01
14S47W,14.0,-47.0,528173555851696023,-5387332051857876298,Valles Marineris,27,146,Rough,80,-237,-1,180,2,2,3,2,1,2,1,109,73,182,69,0,66,0,BlankBigCanyonCMix_04
14S46W,14.0,-46.0,-7393197668885303351,8995639604792818148,Valles Marineris,27,146,Rough,80,-814,-1,180,2,2,3,2,1,2,1,109,73,182,64,0,73,0,BlankBigTerraceCMix_18
14S45W,14.0,-45.0,-5435222353401376053,7143135847689763918,Valles Marineris,27,146,Rough,80,-929,-1,180,2,2,3,1,1,2,1,109,73,182,63,0,73,0,BlankBigCanyonCMix_04
14S44W,14.0,-44.0,-7196951196808487493,8051943173163735553,Valles Marineris,27,146,Rough,80,-2776,-1,175,2,2,3,1,1,2,1,109,73,182,47,0,73,0,BlankBigCanyonCMix_01
14S43W,14.0,-43.0,-6766735257471396756,-7783658599452028039,Valles Marineris,27,146,Very Flat,0,-1737,-1,175,2,2,3,1,1,2,1,109,73,182,56,0,73,0,BlankBigCanyonCMix_07
14S42W,14.0,-42.0,2681268350818191054,8150647551104957953,Valles Marineris,27,146,Rough,80,-4276,-1,175,2,2,3,1,1,2,1,109,73,182,34,0,73,0,BlankBigCanyonCMix_01
14S41W,14.0,-41.0,1960792787932588731,8648635774579866792,Valles Marineris,27,146,Very Flat,40,-583,-1,180,2,2,3,2,1,2,1,109,73,182,66,0,73,0,BlankBigTerraceCMix_11
14S40W,14.0,-40.0,-8934643976788357424,3377868874200017270,Valles Marineris,27,146,Rough,80,456,-1,180,2,2,3,2,1,2,1,109,73,182,75,0,73,0,BlankBigCanyonCMix_04
14S39W,14.0,-39.0,7418479008344603417,-3779455417912468578,,26,146,Very Flat,0,1840,-1,180,2,2,3,2,1,2,1,109,73,182,87,0,72,0,BlankBig_04
14S38W,14.0,-38.0,3423474169796350278,-6830330131552386053,,28,146,Very Flat,0,340,-1,180,2,2,3,2,1,2,1,109,73,182,74,0,73,0,BlankBig_03
14S37W,14.0,-37.0,-6632906110838551821,-284685239969518301,Valles Marineris,27,146,Very Flat,40,686,-1,180,2,2,3,2,1,2,1,109,73,181,77,0,73,0,BlankBigHeartCMix_03
14S36W,14.0,-36.0,-7655886169713375694,4609204185723952571,Valles Marineris,27,146,Rough,80,-237,-1,180,2,2,3,2,1,2,1,108,73,181,69,0,74,0,BlankBigCanyonCMix_02
14S35W,14.0,-35.0,-7937925890300324688,9079501460568195500,Valles Marineris,27,146,Rough,80,-352,-1,180,2,2,3,2,1,2,1,109,73,170,68,0,72,0,BlankBigCanyonCMix_04
14S34W,14.0,-34.0,8271338274226126381,-4235047318221801118,Valles Marineris,27,146,Very Flat,0,-468,-3,195,2,2,3,2,1,2,1,84,73,152,67,0,103,6,BlankBigTerraceCMix_15
14S33W,14.0,-33.0,-3204306310500362904,-2136461682800798417,Valles Marineris,27,147,Rough,80,-352,-13,195,2,2,3,2,1,2,1,74,73,146,68,0,109,30,BlankBigCanyonCMix_05
14S32W,14.0,-32.0,-6307125447552847216,-6345335296776945333,,0,146,Very Flat,40,-468,-13,195,2,2,3,2,1,2,1,73,78,146,67,0,109,31,BlankBigCanyonCMix_09
14S31W,14.0,-31.0,-1414629632148788823,-5427910725497353288,,1,146,Very Flat,40,-929,-12,190,2,2,3,1,1,2,1,73,98,146,63,0,109,29,BlankBigTerraceCMix_16
14S30W,14.0,-30.0,-8375408539473091464,8638815643044918430,,0,146,Very Flat,40,-814,-13,190,2,2,3,2,1,2,1,73,108,146,64,0,108,30,BlankBigTerraceCMix_04
14S29W,14.0,-29.0,6156179452917569933,-2746392626023668508,,58,146,Very Flat,40,-583,-10,190,2,2,3,2,1,2,1,73,109,146,66,0,109,24,BlankBigTerraceCMix_08
14S28W,14.0,-28.0,5979805697832519787,4617406182863820224,,56,138,Very Flat,0,-698,-5,190,2,2,3,2,1,2,1,74,108,146,65,0,109,11,BlankBig_01
14S27W,14.0,-27.0,2915331236055753390,4812254886705428376,,56,121,Steep,120,-814,-3,190,2,2,3,2,1,2,1,73,109,146,64,0,109,6,BlankBigTerraceCMix_10
14S26W,14.0,-26.0,3166191813247042511,6229669340385772410,,1,115,Very Flat,0,-814,-3,190,2,2,3,2,1,2,1,73,109,146,64,0,109,6,BlankBigTerraceCMix_15
14S25W,14.0,-25.0,3180875105372480861,5355277118797907056,Colony Site,57,115,Steep,120,-1968,-1,185,2,2,3,1,1,2,1,73,109,146,54,0,109,0,BlankBigTerraceCMix_10
14S24W,14.0,-24.0,-2348321148234111407,-8555736090258097132,Colony Site,57,115,Rough,80,-2083,-1,185,2,2,3,1,1,2,1,73,121,146,53,0,109,0,BlankBigCanyonCMix_05
14S23W,14.0,-23.0,5811619743059549032,-4094622795990384053,Colony Site,57,115,Rough,80,-1737,-1,185,2,3,3,1,1,2,1,73,134,146,56,0,109,0,BlankBigCanyonCMix_05
14S22W,14.0,-22.0,-6565894310420221069,-7520882546948652670,Colony Site,55,115,Rough,80,-1391,-1,180,2,3,3,1,1,3,1,73,146,146,59,0,139,0,BlankBigCratersCMix_01
14S21W,14.0,-21.0,3692087507749926982,4013119998386575793,Colony Site,57,121,Very Flat,40,-1391,-1,190,2,3,3,1,1,3,1,73,146,146,59,1,146,0,BlankBigCanyonCMix_03
14S20W,14.0,-20.0,-7638255149223472947,3710445075999868684,Colony Site,57,139,Very Flat,40,-1276,-1,190,2,3,3,1,1,3,1,73,146,146,60,1,146,0,BlankBigTerraceCMix_14
14S19W,14.0,-19.0,-1647415800442316059,7375359125498297799,,0,139,Very Flat,40,-1160,-1,195,2,3,3,1,1,3,1,73,146,146,61,0,146,0,BlankBigCliffsCMix_01
14S18W,14.0,-18.0,7980695170977704348,-8140334545749370923,,1,139,Very Flat,40,-929,-1,195,2,3,3,1,1,3,1,73,146,146,63,0,147,0,BlankBigCliffsCMix_02
14S17W,14.0,-17.0,7670794151722769843,-6808510603075549736,,0,139,Very Flat,0,-814,-1,195,2,3,3,2,1,3,1,73,146,146,64,36,146,0,BlankBig_04
14S16W,14.0,-16.0,764735011777623786,1062405628606899375,,0,138,Very Flat,40,-1737,-1,190,2,3,3,1,1,3,1,73,146,146,56,36,146,0,BlankBigHeartCMix_03
14S15W,14.0,-15.0,5813184136956225876,7084044249654823355,,0,146,Very Flat,0,-583,-1,195,2,3,3,2,1,3,1,73,146,146,66,35,146,0,BlankBig_03
14S14W,14.0,-14.0,698291875333683704,-4549725060764001348,,0,145,Very Flat,0,-929,-1,195,2,3,3,1,1,3,1,73,146,146,63,36,146,0,BlankBigTerraceCMix_15
14S13W,14.0,-13.0,-8004636229589506255,3115356552764990390,,0,146,Steep,120,-468,-1,195,2,3,3,2,1,3,1,73,146,146,67,36,147,0,BlankBigTerraceCMix_10
14S12W,14.0,-12.0,8669809188771192001,-6330621466580436134,,0,146,Very Flat,40,-698,-1,195,2,3,3,2,1,3,1,73,146,146,65,36,146,0,BlankBigTerraceCMix_11
14S11W,14.0,-11.0,-9080335620327909830,-8570200342021284299,,0,147,Very Flat,40,-929,-1,185,2,3,3,1,1,3,1,73,146,147,63,36,139,0,BlankBigTerraceCMix_14
14S10W,14.0,-10.0,639250078272061959,8320913539189621806,,0,146,Very Flat,40,-814,-1,195,2,3,3,2,1,3,1,103,146,133,64,36,146,0,BlankBigCliffsCMix_02
14S9W,14.0,-9.0,-7916663194776388038,5679064187214788797,,0,146,Very Flat,40,-583,-1,195,2,3,2,2,1,3,1,110,146,121,66,36,146,0,BlankTerraceBig_05
14S8W,14.0,-8.0,1724568585763204257,3387563684393464474,,0,121,Very Flat,40,-814,-1,200,2,3,2,2,1,3,1,80,146,109,64,36,146,0,BlankBigTerraceCMix_11
14S7W,14.0,-7.0,5728542743289182643,8913313694283599182,,0,109,Very Flat,0,-1160,-6,200,2,3,2,1,1,3,1,72,146,109,61,36,146,13,BlankBig_03
14S6W,14.0,-6.0,5864699229016142992,-2817887831085469182,,0,109,Very Flat,40,-814,-10,200,2,3,2,2,1,3,1,73,146,108,64,36,146,24,BlankBigCanyonCMix_09
14S5W,14.0,-5.0,-2489756178661236151,7069861280041401055,,0,109,Very Flat,40,-814,-15,205,2,3,2,2,1,3,1,73,146,85,64,34,146,37,BlankBigTerraceCMix_08
14S4W,14.0,-4.0,-5560346639437873486,1405124408456988528,,0,109,Very Flat,40,-352,-15,205,2,3,2,2,1,3,1,73,146,73,68,38,146,35,BlankBigTerraceCMix_03
14S3W,14.0,-3.0,5235277010132344876,-4977923530229964363,,0,109,Very Flat,40,-121,-15,205,2,3,2,2,1,3,1,73,158,72,70,57,146,36,BlankBigTerraceCMix_04
14S2W,14.0,-2.0,2561486904538855321,-5585044454275460204,,0,109,Very Flat,0,-352,-15,215,2,4,2,2,1,3,1,73,206,74,68,62,146,35,BlankBig_02
14S1W,14.0,-1.0,4432721962883916262,-5280383689144589464,,0,109,Very Flat,0,-121,-15,215,2,4,2,2,2,3,1,73,219,74,70,71,152,36,BlankBig_04
14S0E,14.0,0.0,-5749363331398146525,3910743652100886152,,0,109,Very Flat,0,-237,-15,215,2,4,2,2,2,3,1,73,219,73,69,72,176,36,BlankBig_02
14S1E,14.0,1.0,-4322212047365214662,-1511828893092377161,,0,109,Very Flat,0,-468,-15,215,2,4,2,2,2,3,1,73,219,73,67,71,182,36,BlankBig_02
14S2E,14.0,2.0,-4798013669669846888,8137441236819067482,,0,109,Very Flat,40,225,-15,215,2,4,2,2,2,3,1,73,219,73,73,72,182,36,BlankBigTerraceCMix_14
14S3E,14.0,3.0,1933664883670878166,-3346696095801484949,,0,109,Very Flat,0,-237,-15,215,2,4,2,2,2,3,1,73,219,73,69,71,182,36,BlankBig_01
14S4E,14.0,4.0,-7093774796753530657,4013092165342739905,,0,109,Very Flat,40,-6,-15,215,2,4,2,2,2,3,1,73,219,73,71,71,182,36,BlankBigTerraceCMix_08
14S5E,14.0,5.0,173608103906502721,-8842576998155725812,,0,109,Very Flat,40,109,-15,215,2,4,2,2,2,3,1,73,219,73,72,72,182,36,BlankBigTerraceCMix_04
14S6E,14.0,6.0,1214862214768745124,-4030877265889433610,,0,109,Very Flat,0,456,-15,215,2,4,2,2,2,3,1,73,219,73,75,72,183,36,BlankBig_04
14S7E,14.0,7.0,6485176508504459028,-3934609874476144882,,0,109,Very Flat,0,340,-15,215,2,4,2,2,2,3,1,73,219,73,74,72,182,36,BlankBigCanyonCMix_07
14S8E,14.0,8.0,-3451622950464867214,-3155742046949527982,,0,110,Very Flat,40,917,-13,215,2,4,2,2,2,3,1,73,219,73,79,64,181,30,BlankBigCanyonCMix_09
14S9E,14.0,9.0,3389220617054927264,-5044645682975052705,,0,140,Very Flat,0,-352,-1,205,2,4,2,2,1,3,1,73,219,73,68,53,183,0,BlankBig_02
14S10E,14.0,10.0,-8969909279827956245,-2949907589977788384,,0,146,Very Flat,0,340,-1,205,2,4,2,2,1,3,1,73,219,72,74,53,182,0,BlankBig_02
14S11E,14.0,11.0,675288333810531993,4778189411920382641,,0,145,Very Flat,0,917,-3,215,2,4,2,2,2,3,1,73,219,73,79,73,182,5,BlankBig_02
14S12E,14.0,12.0,-8932561041559225993,-4363733140953718508,,0,133,Very Flat,0,802,-6,215,2,4,2,2,2,3,1,73,219,73,78,73,182,12,BlankBig_02
14S13E,14.0,13.0,6835757397103587448,-7629477650497773402,,0,114,Very Flat,40,1033,-13,205,2,4,2,2,1,3,1,73,219,73,80,56,182,30,BlankBigTerraceCMix_04
14S14E,14.0,14.0,-8536645555212287049,1416196173494059689,,0,110,Very Flat,40,1494,-15,215,2,4,2,2,1,3,1,73,219,73,84,63,182,36,BlankTerraceBig_05
14S15E,14.0,15.0,4744885712975120563,-4678525560831688357,,0,109,Very Flat,40,1610,-15,205,2,4,2,2,1,3,1,73,219,73,85,60,182,36,BlankBigTerraceCMix_06
14S16E,14.0,16.0,662577476858364470,-669846095623809904,,0,109,Very Flat,0,571,-15,205,2,4,2,2,1,3,1,73,212,73,76,43,182,36,BlankBig_02
14S17E,14.0,17.0,-4106450653138662332,7201886000947394714,,0,109,Very Flat,0,1379,-15,205,2,3,2,2,1,3,1,73,188,73,83,41,182,36,BlankBigCanyonCMix_07
14S18E,14.0,18.0,6594855809552028106,-8612281556556126623,,0,109,Very Flat,0,1725,-15,205,2,3,2,2,1,3,1,73,171,73,86,37,181,37,BlankBig_01
14S19E,14.0,19.0,707139082744487384,8794306783959708734,,1,109,Very Flat,40,2071,-15,205,2,3,2,2,1,3,1,73,151,73,89,35,182,35,BlankBigTerraceCMix_06
14S20E,14.0,20.0,-4711589694585091041,-8638509519614493079,,0,109,Very Flat,0,1840,-15,205,2,3,2,2,1,3,1,73,146,73,87,30,182,36,BlankBig_04
14S21E,14.0,21.0,3554507847563205958,-4104724787888821456,South Cap,2,120,Very Flat,40,1610,-6,205,2,3,2,2,1,3,1,73,146,73,85,23,182,13,BlankBigTerraceCMix_06
14S22E,14.0,22.0,-664888450354359603,8268262032540448207,,0,139,Very Flat,40,1725,-3,205,2,3,2,2,1,3,1,73,146,73,86,36,182,6,BlankTerraceBig_05
14S23E,14.0,23.0,3392600611577527091,763578797655578833,,0,146,Very Flat,40,2187,-1,205,2,3,2,2,1,3,1,73,146,73,90,36,182,0,BlankBigTerraceCMix_16
14S24E,14.0,24.0,-5474414805886869239,-7669354683074597451,,0,146,Very Flat,0,2302,-1,210,2,3,2,2,1,3,1,73,139,73,91,35,182,0,BlankBig_01
14S25E,14.0,25.0,8717493199812147044,2997038626135696974,,0,146,Steep,120,2187,-1,210,2,2,2,2,1,3,1,73,115,73,90,35,170,0,BlankBigTerraceCMix_19
14S26E,14.0,26.0,-9045707488049055617,717093794632388477,,0,146,Very Flat,40,2648,-1,210,2,2,2,2,1,3,1,73,109,73,94,36,147,0,BlankBigTerraceCMix_06
14S27E,14.0,27.0,-2163741950863361319,-5222347086034831491,,0,146,Very Flat,40,2302,-1,210,2,2,2,2,1,3,1,73,109,73,91,36,146,0,BlankBigCliffsCMix_01
14S28E,14.0,28.0,-4331912193585296328,8208036652496536779,,0,145,Very Flat,40,1263,-1,210,2,2,2,2,1,3,1,73,109,73,82,36,146,0,BlankBigTerraceCMix_08
14S29E,14.0,29.0,-5969804268426011370,634351351565745014,,0,146,Very Flat,40,686,-1,210,2,2,2,2,1,3,1,73,109,73,77,36,146,0,BlankBigHeartCMix_03
14S30E,14.0,30.0,853012911725277153,802993144133699072,,0,146,Very Flat,0,3110,-1,215,2,2,2,2,1,3,1,73,109,73,98,36,146,0,BlankBig_03
14S31E,14.0,31.0,2562344783153082813,3563824540156302236,,0,146,Very Flat,0,2648,-1,210,2,2,2,2,1,3,1,73,109,73,94,36,146,1,BlankBig_01
14S32E,14.0,32.0,-3825778517377973858,794883718272904633,,0,147,Very Flat,40,2418,-1,210,2,2,2,2,1,3,1,73,109,84,92,36,146,0,BlankBigTerraceCMix_06
14S33E,14.0,33.0,1908111014471270700,7196710555789530805,,0,116,Very Flat,40,2533,-13,205,2,2,2,2,1,3,1,73,109,109,93,36,146,30,BlankTerraceBig_05
14S34E,14.0,34.0,-4946706444479885863,4879161914529108971,,0,109,Very Flat,40,2879,-15,210,2,2,2,2,1,3,1,73,109,109,96,36,146,36,BlankBigTerraceCMix_17
14S35E,14.0,35.0,-4958610297443239904,-7516539411362298485,,0,110,Very Flat,0,2995,-15,210,2,2,2,2,1,3,1,73,110,104,97,36,147,36,BlankBigCanyonCMix_07
14S36E,14.0,36.0,7686881811388699428,4278956257611471112,,0,109,Very Flat,40,2879,-15,210,2,2,2,2,1,3,1,73,109,103,96,36,146,36,BlankTerraceBig_05
14S37E,14.0,37.0,5418189280186663282,5845002725555969283,,0,109,Very Flat,40,2764,-15,210,2,2,2,2,1,3,1,73,115,85,95,36,146,36,BlankBigTerraceCMix_08
14S38E,14.0,38.0,1745119310469302262,8749966891401418084,,0,108,Very Flat,40,3225,-15,215,2,3,2,2,1,3,1,73,139,79,99,36,146,36,BlankTerraceBig_05
14S39E,14.0,39.0,-7701011421068822038,-6207034777761159831,,0,97,Very Flat,40,2995,-15,210,2,3,2,2,1,3,1,73,146,79,97,36,145,36,BlankBigTerraceCMix_11
14S40E,14.0,40.0,-5695727052849489033,-3940275755048520700,,0,73,Very Flat,40,3110,-15,210,2,3,2,2,1,3,1,73,146,73,98,36,146,36,BlankBigTerraceCMix_17
14S41E,14.0,41.0,-5127618417199022392,6827941182508196447,,0,73,Very Flat,40,3341,-15,200,2,3,2,2,1,3,1,73,145,73,100,36,139,36,BlankBigCanyonCMix_09
14S42E,14.0,42.0,-7179918374337180167,8773680374134682450,,0,85,Very Flat,0,3225,-15,200,2,3,2,2,1,2,1,73,146,73,99,36,121,36,BlankBig_03
14S43E,14.0,43.0,8281092067658389916,-3490044550660424011,,0,97,Very Flat,40,2648,-15,195,2,3,2,2,1,2,1,73,145,73,94,36,116,36,BlankBigTerraceCMix_14
14S44E,14.0,44.0,-6780444030646897054,5174187650051557246,,0,103,Very Flat,0,2187,-15,195,2,3,2,2,1,2,1,73,147,73,90,36,109,36,BlankBig_01
14S45E,14.0,45.0,-4355921392524562400,6246947904268454481,,0,109,Steep,120,3341,-15,200,2,3,2,2,1,2,1,73,146,73,100,36,109,36,BlankBigTerraceCMix_19
14S46E,14.0,46.0,-1838270758626980006,5308021766111531804,,0,109,Very Flat,40,3341,-15,205,2,3,2,2,1,2,1,73,133,79,100,36,109,36,BlankBigTerraceCMix_08
14S47E,14.0,47.0,769027302295077560,-6540707207719998450,,0,109,Steep,120,3341,-15,200,2,2,2,2,1,2,1,72,110,97,100,36,109,36,BlankBigTerraceCMix_05
14S48E,14.0,48.0,6184915035360998156,3969884951222041330,Terra Sabaea,22,110,Steep,120,3225,-15,200,2,2,2,2,1,2,1,73,109,102,99,36,108,36,BlankBigTerraceCMix_10
14S49E,14.0,49.0,8276074146864593043,7488549713130905210,,23,116,Very Flat,0,3225,-15,200,2,2,2,2,1,2,1,84,109,120,99,36,109,36,BlankBig_01
14S50E,14.0,50.0,-716848799894189189,-4051921012664545753,,21,121,Steep,120,3456,-15,195,2,2,3,2,1,2,1,103,109,133,101,36,110,36,BlankBigTerraceCMix_05
14S51E,14.0,51.0,-4501100079342643355,296368645039011184,Terra Sabaea,22,133,Very Flat,40,2533,-15,190,2,2,3,2,1,2,1,109,103,139,93,36,109,36,BlankBigTerraceCMix_06
14S52E,14.0,52.0,-4211109067687525933,-6047154559877860258,Terra Sabaea,22,146,Steep,120,2879,-15,195,2,2,3,2,1,2,1,109,72,147,96,36,109,36,BlankBigTerraceCMix_10
14S53E,14.0,53.0,2126114220246979733,4389566301219029134,Terra Sabaea,22,147,Very Flat,0,2764,-15,190,2,2,3,2,1,2,1,109,73,146,95,36,109,36,BlankBig_01
14S54E,14.0,54.0,7569728897521037118,3152096876748403107,Terra Sabaea,22,146,Steep,120,2418,-15,190,2,2,3,2,1,2,1,103,73,145,92,36,109,36,BlankBigTerraceCMix_10
14S55E,14.0,55.0,1268731167955811397,4827303859135430166,Terra Sabaea,22,147,Very Flat,40,1494,-15,190,2,2,3,2,1,2,1,102,73,146,84,36,109,36,BlankBigCliffsCMix_01
14S56E,14.0,56.0,6941568419379578918,-3105580608456407362,Terra Sabaea,22,145,Very Flat,0,1725,-15,190,2,2,3,2,1,2,1,97,66,146,86,36,109,36,BlankBig_02
14S57E,14.0,57.0,5528082414501329475,-5740308316509953227,Terra Sabaea,22,146,Very Flat,40,1494,-15,205,2,1,3,2,1,2,1,79,60,139,84,36,109,36,BlankTerraceBig_05
14S58E,14.0,58.0,5423627150610037129,-6255726942697671946,Terra Sabaea,22,146,Very Flat,0,1263,-15,205,2,1,3,2,1,2,1,78,48,139,82,36,109,36,BlankBig_04
14S59E,14.0,59.0,-3966486607794458612,8313941457164875913,Terra Sabaea,22,121,Very Flat,0,1494,-15,205,2,1,3,2,1,2,1,73,35,139,84,36,109,36,BlankBigTerraceCMix_15
14S60E,14.0,60.0,-1680243125409622499,-1124076208238112283,Terra Sabaea,22,109,Steep,120,1840,-15,205,2,1,3,2,1,2,1,73,36,139,87,36,109,36,BlankBigTerraceCMix_20
14S61E,14.0,61.0,7599990524248485895,7565699632326566861,Terra Sabaea,22,109,Steep,120,1494,-15,205,2,1,3,2,1,2,1,73,36,139,84,36,109,36,BlankBigTerraceCMix_19
14S62E,14.0,62.0,3459697184673447797,3297809127890612972,Terra Sabaea,22,110,Very Flat,0,1494,-15,205,2,1,3,2,1,2,1,73,35,139,84,36,109,36,BlankBigCanyonCMix_07
14S63E,14.0,63.0,-3088058498299446482,2958183477502147455,Terra Sabaea,22,109,Very Flat,0,1494,-15,205,2,1,3,2,1,2,1,73,36,139,84,36,109,36,BlankBig_01
